date,start_city,end_city,distance_km,cargo_weight_kg,vehicle_type,weather_condition,traffic_density,fuel_type,fuel_consumption_liters,carbon_emissions_kg,delivery_time_hours,cost_inr
2023-04-04,Bangalore,Mumbai,841.14,1003.64,Container,Stormy,Medium,Diesel,432.41,1202.86,13.12,12653.98
2023-03-14,Lucknow,Chennai,1526.06,2890.26,Container,Stormy,Low,Electric,799.15,398.09,28.66,14484.8
2023-08-17,Hyderabad,Pune,522.61,4702.44,Truck,Clear,High,CNG,221.97,386.06,12.92,7299.19
2023-01-25,Delhi,Pune,1190.35,687.08,Van,Clear,High,Diesel,206.72,443.31,21.47,15970.56
2023-02-21,Bangalore,Ahmedabad,1254.19,4405.63,Van,Foggy,Medium,Electric,298.68,156.1,17.14,19160.86
2023-05-31,Lucknow,Chennai,1579.54,2699.81,Truck,Foggy,Low,Diesel,512.64,975.97,38.71,16873.49
2024-01-10,Delhi,Bangalore,1703.6,634.88,Van,Rainy,Medium,Petrol,312.53,751.06,39.62,25177.87
2023-08-09,Delhi,Pune,1241.83,1408.34,Container,Stormy,Medium,Diesel,661.87,1589.36,15.98,12073.07
2024-05-13,Pune,Bangalore,756.46,2496.88,Truck,Clear,Medium,Petrol,241.59,521.75,15.89,10991.92
2023-02-19,Jaipur,Kolkata,1467.24,3616.82,Container,Cloudy,Medium,Petrol,753.9,1779.38,34.95,19418.85
2023-02-14,Ahmedabad,Bangalore,1245.68,3280.31,Truck,Cloudy,Low,Electric,386.0,231.67,24.06,17378.23
2023-03-29,Lucknow,Ahmedabad,1031.99,636.74,Truck,Clear,Low,Petrol,243.93,622.69,15.75,15632.48
2024-04-03,Ahmedabad,Delhi,816.53,3544.31,Van,Foggy,Medium,Electric,182.83,95.52,12.29,8825.32
2023-04-06,Jaipur,Pune,987.78,2272.39,Truck,Cloudy,Medium,CNG,325.29,558.92,17.08,10858.99
2023-03-19,Ahmedabad,Kolkata,1715.1,3460.3,Truck,Cloudy,High,Diesel,700.27,1932.38,24.47,23464.34
2023-10-11,Delhi,Pune,1183.21,4418.39,Container,Foggy,High,Petrol,797.02,1901.65,27.88,14881.08
2023-09-01,Jaipur,Pune,972.87,3823.02,Container,Foggy,High,Petrol,628.28,1659.61,18.73,12383.17
2023-03-03,Mumbai,Lucknow,1231.21,1971.65,Container,Stormy,High,Petrol,778.44,1971.55,15.79,14705.57
2023-02-10,Bangalore,Kolkata,1653.81,3930.28,Truck,Rainy,Low,Electric,614.35,324.68,20.79,20236.08
2023-10-12,Bangalore,Hyderabad,484.92,4180.25,Van,Clear,Low,Electric,85.95,48.89,8.68,7076.47
2023-02-27,Kolkata,Lucknow,956.29,525.91,Van,Clear,High,Electric,163.57,73.37,16.9,8905.35
2024-03-20,Lucknow,Delhi,419.04,2282.78,Truck,Stormy,Low,CNG,148.69,246.92,6.82,5502.37
2023-01-20,Pune,Kolkata,1627.68,2519.12,Van,Foggy,High,Electric,380.8,219.96,34.71,18872.39
2023-01-26,Lucknow,Pune,1181.91,1522.71,Truck,Foggy,Medium,Petrol,400.24,802.23,16.93,17835.02
2024-03-07,Hyderabad,Mumbai,658.76,3506.96,Van,Cloudy,Medium,CNG,134.3,242.31,11.04,10233.91
2024-02-01,Delhi,Kolkata,1388.88,2209.04,Truck,Cloudy,High,Electric,514.36,315.11,19.02,14834.91
2024-01-15,Pune,Delhi,1189.38,2656.32,Truck,Foggy,Low,Electric,384.69,214.01,20.03,15143.36
2023-12-30,Hyderabad,Mumbai,580.8,3110.78,Container,Rainy,Low,CNG,285.55,462.82,9.64,6753.28
2023-05-08,Jaipur,Mumbai,1044.29,3941.97,Truck,Rainy,Low,Diesel,388.25,1115.97,25.27,10694.93
2023-11-22,Hyderabad,Chennai,546.72,4799.86,Van,Cloudy,Medium,Electric,122.13,66.28,7.11,9380.59
2024-05-06,Chennai,Pune,920.74,4671.66,Van,Stormy,Medium,Petrol,252.45,606.01,12.31,13484.33
2023-05-26,Hyderabad,Pune,491.46,2686.42,Truck,Cloudy,High,Diesel,189.12,492.63,11.96,5445.69
2023-05-18,Lucknow,Chennai,1486.11,1882.8,Truck,Rainy,High,Petrol,612.19,1274.96,22.5,18169.88
2023-04-25,Mumbai,Jaipur,936.86,1900.88,Truck,Rainy,High,Diesel,386.51,1180.05,18.7,13725.05
2023-05-10,Kolkata,Hyderabad,1314.11,1726.81,Van,Foggy,Medium,Electric,254.75,137.22,26.97,14155.66
2023-10-15,Jaipur,Pune,906.72,1315.17,Container,Clear,Low,CNG,320.62,608.02,13.76,11777.01
2023-11-24,Kolkata,Delhi,1374.83,2863.24,Van,Clear,Medium,CNG,254.22,520.36,25.94,15094.93
2024-02-17,Kolkata,Chennai,1354.36,3052.9,Truck,Stormy,Low,Diesel,510.71,1412.46,18.23,20040.78
2023-12-02,Pune,Hyderabad,599.03,2976.02,Container,Rainy,High,Diesel,378.93,1007.91,10.0,7519.76
2023-06-25,Pune,Ahmedabad,525.96,4781.32,Van,Clear,High,Petrol,126.33,279.3,7.62,7417.02
2024-03-08,Jaipur,Ahmedabad,620.54,4478.93,Container,Cloudy,High,CNG,383.25,772.06,13.26,10060.28
2024-01-15,Jaipur,Bangalore,1525.28,3249.41,Van,Clear,Medium,Petrol,290.51,626.58,30.3,22457.58
2023-04-25,Bangalore,Pune,800.1,4550.1,Container,Clear,Low,CNG,363.8,684.53,11.47,10395.77
2024-03-11,Hyderabad,Pune,466.96,4012.36,Van,Stormy,Medium,Electric,122.28,56.9,10.44,5917.35
2024-03-20,Lucknow,Delhi,514.0,2406.82,Van,Rainy,High,Diesel,124.35,314.59,7.65,7221.76
2023-07-29,Pune,Mumbai,100.0,3307.37,Truck,Rainy,Low,CNG,35.49,70.76,1.26,3078.68
2023-06-20,Ahmedabad,Bangalore,1358.36,1256.06,Van,Rainy,Low,Electric,229.35,100.48,20.82,13176.23
2023-10-23,Mumbai,Delhi,1198.77,1475.33,Van,Cloudy,Low,Petrol,180.55,434.33,16.98,14436.05
2023-07-26,Delhi,Chennai,1830.51,2960.14,Container,Foggy,High,Electric,1108.34,644.13,32.02,22241.31
2024-05-01,Mumbai,Delhi,1139.21,3175.14,Container,Rainy,High,CNG,731.7,1225.05,28.08,13270.69
2023-04-26,Jaipur,Chennai,1629.47,1113.98,Truck,Clear,High,Petrol,523.17,1208.28,24.05,17520.48
2023-03-27,Bangalore,Delhi,1706.98,2426.9,Van,Stormy,High,CNG,448.11,1011.83,40.06,15415.55
2023-08-11,Kolkata,Jaipur,1525.6,4960.65,Container,Stormy,High,CNG,1205.39,2596.63,20.2,25315.94
2023-01-10,Hyderabad,Jaipur,1127.62,1733.72,Van,Rainy,Low,Electric,198.47,115.39,22.95,15627.6
2023-03-05,Bangalore,Kolkata,1546.43,2097.48,Container,Clear,High,Petrol,760.01,1630.74,28.29,20462.29
2023-11-01,Mumbai,Ahmedabad,441.08,804.26,Container,Cloudy,High,Diesel,203.28,502.85,5.53,5974.68
2023-07-14,Mumbai,Delhi,1135.99,2930.05,Container,Clear,Medium,Electric,527.86,282.44,25.28,12562.7
2023-12-05,Bangalore,Kolkata,1618.01,2898.31,Container,Clear,Medium,Electric,750.0,406.26,36.74,20286.33
2023-05-25,Lucknow,Bangalore,1525.8,3512.69,Van,Clear,High,Diesel,335.04,787.15,34.24,15097.72
2023-12-27,Chennai,Kolkata,1468.05,2593.43,Van,Stormy,Low,CNG,300.43,607.25,26.03,14689.2
2023-01-02,Jaipur,Ahmedabad,565.05,4809.31,Truck,Foggy,Medium,Petrol,245.93,529.41,13.95,7277.1
2024-01-06,Delhi,Jaipur,273.65,1404.2,Truck,Clear,High,Diesel,90.15,219.37,3.97,4624.4
2023-02-21,Chennai,Jaipur,1568.0,2526.67,Van,Cloudy,Medium,Diesel,296.47,800.99,21.62,23401.91
2023-02-18,Kolkata,Pune,1635.16,3492.1,Container,Cloudy,Medium,Diesel,832.49,2506.85,22.08,25017.75
2024-04-02,Mumbai,Chennai,1029.71,1185.87,Container,Rainy,Medium,CNG,496.72,828.04,17.91,13312.56
2023-07-24,Delhi,Pune,1247.07,2844.31,Van,Rainy,Low,Electric,240.27,121.84,15.89,13771.71
2023-12-23,Pune,Jaipur,918.38,3898.72,Van,Rainy,Low,Petrol,191.47,452.25,13.3,15606.65
2023-04-03,Bangalore,Delhi,1753.84,4019.13,Van,Stormy,Medium,Electric,459.47,226.23,27.21,25605.97
2023-02-27,Lucknow,Mumbai,1189.89,2120.61,Container,Rainy,Medium,Electric,621.96,283.31,15.76,14250.02
2024-05-15,Delhi,Hyderabad,1173.97,2286.42,Container,Cloudy,Low,Petrol,473.28,1148.82,15.01,17710.27
2023-12-05,Jaipur,Lucknow,680.47,2820.56,Container,Stormy,Low,Electric,354.41,157.16,9.85,9149.63
2023-11-26,Pune,Bangalore,742.33,4964.71,Container,Stormy,Low,Diesel,451.29,1310.87,9.59,11048.06
2023-05-04,Ahmedabad,Jaipur,540.99,4687.68,Truck,Clear,Medium,CNG,203.06,412.22,10.16,7725.09
2023-02-10,Jaipur,Chennai,1617.84,2212.8,Container,Foggy,Medium,Petrol,816.58,1867.64,27.72,23123.31
2023-09-12,Ahmedabad,Delhi,835.08,1871.06,Van,Foggy,Medium,Diesel,163.88,465.53,11.96,7720.0
2024-02-27,Pune,Ahmedabad,510.95,1280.86,Truck,Stormy,High,Diesel,216.47,536.29,11.71,6889.07
2024-05-01,Lucknow,Kolkata,898.44,4890.25,Container,Stormy,Low,Electric,543.48,307.42,16.75,14823.07
2024-01-02,Chennai,Jaipur,1668.04,1096.36,Van,Stormy,High,Electric,391.01,204.78,25.16,22251.75
2023-07-01,Delhi,Bangalore,1870.41,3941.64,Container,Rainy,Low,CNG,977.87,1840.13,25.55,29561.24
2023-01-24,Kolkata,Lucknow,950.79,2293.98,Container,Cloudy,High,Diesel,498.61,1160.97,12.53,12030.59
2023-03-03,Pune,Delhi,1167.83,806.78,Van,Stormy,Low,Petrol,205.08,426.73,15.13,12957.91
2023-01-24,Ahmedabad,Chennai,1398.43,4846.2,Container,Cloudy,Low,Electric,681.23,358.66,18.15,21808.49
2024-05-08,Lucknow,Delhi,383.73,2777.64,Van,Foggy,High,Petrol,91.63,197.98,6.4,5883.32
2023-12-21,Mumbai,Lucknow,1196.45,3383.72,Van,Stormy,Medium,Petrol,299.24,681.29,18.95,17381.51
2023-09-16,Bangalore,Delhi,1774.17,3425.9,Van,Stormy,High,CNG,503.19,851.0,23.58,21105.76
2023-08-20,Lucknow,Chennai,1518.97,761.74,Van,Foggy,Medium,CNG,270.23,602.4,21.04,14001.87
2023-04-13,Lucknow,Jaipur,544.5,1046.23,Van,Stormy,Medium,Petrol,112.4,248.97,11.25,7602.02
2023-12-30,Hyderabad,Bangalore,469.13,3614.73,Container,Rainy,High,CNG,311.37,585.78,10.51,6717.07
2024-02-18,Ahmedabad,Pune,520.48,4985.14,Container,Stormy,Medium,Electric,364.38,168.91,12.85,7044.35
2024-01-20,Pune,Bangalore,764.48,1878.14,Truck,Clear,Low,CNG,201.79,438.08,10.7,12318.12
2023-07-03,Kolkata,Bangalore,1626.45,2417.38,Truck,Cloudy,Low,Diesel,471.24,1551.98,22.41,15387.0
2023-09-19,Jaipur,Chennai,1545.4,2154.92,Container,Stormy,Medium,Petrol,877.58,1981.64,21.65,22082.22
2024-05-09,Kolkata,Mumbai,1822.63,3801.26,Van,Foggy,Medium,CNG,415.84,781.18,29.36,16647.09
2024-01-22,Kolkata,Chennai,1355.6,586.37,Container,Foggy,Low,CNG,515.73,741.28,21.34,18145.27
2023-04-06,Chennai,Kolkata,1427.58,1116.99,Van,Foggy,Low,Diesel,228.14,562.71,18.19,19324.82
2023-03-08,Delhi,Ahmedabad,732.71,554.54,Truck,Foggy,Medium,CNG,227.28,449.0,15.78,10478.1
2024-04-20,Mumbai,Pune,100.0,2965.82,Van,Rainy,Low,Petrol,19.45,44.79,1.89,2318.51
2023-02-07,Lucknow,Kolkata,1010.1,941.37,Van,Stormy,High,CNG,233.47,445.75,14.15,10798.93
2023-08-01,Chennai,Bangalore,237.65,1961.04,Container,Clear,High,Petrol,115.48,265.69,3.85,3552.83
2023-05-31,Hyderabad,Chennai,508.34,2191.5,Truck,Cloudy,Medium,CNG,166.3,377.84,10.43,7840.66
2023-08-17,Jaipur,Ahmedabad,516.49,4032.57,Container,Clear,Low,CNG,226.49,339.37,10.41,8470.25
2023-07-17,Lucknow,Chennai,1496.19,3596.61,Truck,Cloudy,Medium,Diesel,545.87,1615.07,29.77,21350.25
2023-09-07,Mumbai,Lucknow,1163.46,4283.92,Van,Stormy,High,Electric,351.07,168.4,27.86,18765.49
2024-05-12,Chennai,Pune,1041.24,3467.09,Container,Clear,Low,Petrol,438.2,950.94,13.31,13984.62
2024-03-03,Mumbai,Bangalore,870.13,3262.7,Truck,Rainy,High,Electric,400.06,216.02,19.71,11867.83
2024-01-03,Pune,Delhi,1188.02,1175.76,Container,Rainy,Low,Electric,497.89,230.19,22.3,10819.86
2024-04-11,Mumbai,Chennai,1060.84,3561.03,Van,Stormy,Low,Petrol,233.77,633.01,21.07,13148.67
2023-10-01,Pune,Ahmedabad,501.43,820.66,Van,Clear,Medium,Diesel,78.0,212.89,12.46,6950.02
2023-05-29,Delhi,Mumbai,1126.96,1834.41,Container,Clear,Medium,Diesel,479.29,1451.34,15.77,12310.12
2023-08-31,Delhi,Hyderabad,1325.8,3476.17,Van,Foggy,Medium,Diesel,295.36,739.57,28.66,14384.97
2024-05-05,Pune,Lucknow,1191.29,942.78,Van,Rainy,Medium,CNG,224.87,417.23,15.28,14617.52
2023-10-03,Jaipur,Bangalore,1619.66,1692.71,Truck,Clear,Low,Electric,420.85,225.55,26.17,14768.8
2023-03-24,Chennai,Pune,963.73,2218.73,Truck,Foggy,High,Petrol,391.21,1022.19,20.35,12980.82
2024-03-11,Kolkata,Chennai,1368.29,3267.56,Truck,Rainy,High,Diesel,629.33,1644.31,19.54,22063.09
2023-12-10,Jaipur,Ahmedabad,592.31,2886.36,Container,Stormy,Low,CNG,310.08,675.23,13.87,6588.86
2023-02-21,Lucknow,Ahmedabad,989.76,4909.87,Van,Cloudy,Low,Petrol,193.69,488.93,19.25,10856.66
2023-12-22,Chennai,Pune,1006.16,3866.33,Van,Foggy,Medium,CNG,230.64,527.95,15.88,13965.67
2023-05-07,Hyderabad,Pune,556.07,1076.43,Van,Rainy,Low,CNG,92.39,198.46,7.79,7759.03
2024-03-25,Pune,Kolkata,1699.78,1510.77,Van,Rainy,High,CNG,381.53,724.6,28.71,19652.69
2024-03-06,Kolkata,Jaipur,1424.54,2477.32,Container,Clear,Low,Diesel,555.45,1195.89,27.81,20876.07
2024-04-01,Jaipur,Chennai,1642.72,1583.12,Van,Clear,High,Diesel,309.2,840.9,40.32,19765.39
2023-10-06,Mumbai,Ahmedabad,428.32,4491.16,Container,Rainy,Low,CNG,232.75,439.05,5.65,7290.18
2023-03-10,Bangalore,Pune,675.6,4171.76,Van,Rainy,High,CNG,186.7,395.27,11.53,9904.56
2024-03-10,Pune,Hyderabad,520.8,3897.69,Container,Clear,High,Petrol,294.04,698.43,6.63,9694.71
2023-10-17,Bangalore,Lucknow,1645.12,3778.21,Truck,Foggy,Low,Petrol,579.26,1319.36,21.11,22643.74
2023-04-29,Bangalore,Jaipur,1593.52,1298.43,Van,Clear,Low,Electric,225.05,125.73,37.48,17518.32
2024-04-14,Mumbai,Kolkata,1778.55,4718.25,Container,Cloudy,Medium,Electric,987.78,495.39,30.57,17165.7
2024-03-03,Hyderabad,Delhi,1285.76,4180.03,Container,Stormy,High,CNG,962.89,1746.33,18.45,17584.02
2023-09-22,Lucknow,Bangalore,1585.96,4283.16,Van,Foggy,Medium,Diesel,374.47,853.86,31.68,25627.55
2024-02-10,Chennai,Lucknow,1545.08,3156.56,Van,Cloudy,Medium,Electric,306.83,179.53,26.06,20473.86
2023-09-21,Jaipur,Bangalore,1465.42,3042.6,Van,Rainy,Low,Diesel,286.69,774.36,22.29,15414.38
2023-12-05,Bangalore,Chennai,334.97,3363.31,Van,Stormy,High,Diesel,94.56,263.09,6.81,6263.45
2023-10-30,Delhi,Jaipur,215.59,2577.01,Container,Foggy,Medium,Petrol,112.06,271.23,4.64,4270.87
2023-03-10,Mumbai,Kolkata,1751.79,4100.32,Truck,Rainy,High,Petrol,856.29,1809.8,26.88,16545.05
2023-09-22,Lucknow,Bangalore,1597.46,3798.82,Truck,Rainy,Medium,Petrol,675.99,1342.84,20.39,21381.3
2023-08-18,Lucknow,Mumbai,1183.63,2099.23,Container,Cloudy,Low,Petrol,469.91,1133.75,18.42,14424.47
2024-02-11,Ahmedabad,Bangalore,1261.12,523.53,Truck,Foggy,High,Petrol,440.91,1166.67,19.92,17126.03
2024-04-17,Lucknow,Jaipur,533.44,4811.33,Van,Rainy,High,CNG,154.07,318.27,9.18,8878.51
2023-04-14,Chennai,Ahmedabad,1323.1,1170.0,Van,Rainy,Low,Diesel,221.69,528.39,21.72,19591.88
2024-04-06,Pune,Bangalore,778.75,4983.5,Container,Clear,Low,Electric,364.64,175.52,12.06,8934.55
2024-04-06,Jaipur,Lucknow,531.83,3749.32,Truck,Clear,Medium,Petrol,186.87,341.27,8.29,9209.94
2023-04-28,Pune,Lucknow,1225.09,2261.87,Van,Cloudy,Low,Electric,197.16,107.77,15.8,15066.17
2023-03-10,Pune,Hyderabad,613.21,514.48,Container,Stormy,Low,Electric,261.93,121.13,12.22,8450.37
2023-04-07,Delhi,Hyderabad,1189.5,4073.89,Container,Stormy,Medium,CNG,782.11,1708.87,29.58,17744.87
2023-12-02,Mumbai,Lucknow,1252.48,2664.38,Truck,Stormy,Low,Electric,458.23,209.97,25.98,18403.45
2023-05-14,Pune,Hyderabad,500.94,3109.93,Truck,Rainy,Medium,CNG,201.4,397.92,6.75,7047.79
2023-10-10,Hyderabad,Kolkata,1331.45,3215.69,Container,Foggy,Low,Electric,632.36,375.83,18.66,16756.13
2023-10-23,Hyderabad,Lucknow,1136.35,1714.19,Container,Foggy,Medium,CNG,550.14,1130.51,21.13,15559.78
2023-02-21,Bangalore,Delhi,1746.81,846.76,Container,Rainy,Medium,Petrol,817.1,2135.22,35.96,19295.78
2024-05-08,Hyderabad,Lucknow,1076.64,4032.04,Container,Clear,Low,Electric,472.11,225.36,16.45,16691.28
2023-05-15,Bangalore,Jaipur,1607.77,2827.71,Container,Foggy,Low,Diesel,741.18,2121.83,32.9,15176.81
2023-12-31,Mumbai,Ahmedabad,382.29,1976.87,Van,Stormy,High,CNG,96.72,184.01,4.87,4200.56
2023-04-10,Bangalore,Jaipur,1518.22,1492.75,Van,Clear,Low,CNG,218.11,417.4,36.72,19263.45
2023-07-04,Jaipur,Chennai,1689.42,4992.56,Container,Rainy,High,Diesel,1234.78,3517.95,34.08,16015.05
2023-07-27,Bangalore,Delhi,1756.65,2395.62,Van,Foggy,Medium,Electric,359.96,190.36,27.69,21617.5
2023-06-27,Delhi,Bangalore,1808.21,1032.51,Container,Cloudy,High,CNG,850.96,1746.95,23.03,18481.86
2023-05-14,Lucknow,Chennai,1587.01,2227.25,Van,Foggy,High,Diesel,362.63,942.28,33.77,19433.58
2024-02-16,Jaipur,Delhi,340.94,1330.14,Container,Cloudy,Medium,Diesel,145.76,450.93,5.63,4007.57
2024-01-30,Jaipur,Kolkata,1406.24,617.89,Container,Foggy,Medium,Electric,617.08,272.3,28.28,14902.35
2023-05-13,Ahmedabad,Jaipur,567.27,1844.27,Container,Clear,Medium,Diesel,241.46,532.68,13.28,7976.54
2023-12-25,Chennai,Kolkata,1436.07,4288.7,Van,Foggy,Medium,Diesel,339.21,891.37,19.6,16128.54
2023-09-01,Delhi,Ahmedabad,832.33,2561.84,Container,Cloudy,Low,Petrol,343.08,750.29,15.84,9213.03
2023-05-01,Lucknow,Kolkata,894.7,862.71,Truck,Rainy,Medium,Petrol,298.04,684.93,12.89,13054.81
2023-03-21,Chennai,Kolkata,1383.05,2465.83,Truck,Rainy,High,CNG,597.68,1365.0,19.44,13457.89
2024-03-10,Delhi,Jaipur,291.72,1215.09,Container,Clear,High,Diesel,132.91,383.92,4.92,4208.7
2023-07-23,Ahmedabad,Kolkata,1703.76,3881.19,Van,Rainy,High,CNG,461.18,921.69,34.85,22448.16
2023-09-15,Mumbai,Lucknow,1261.09,810.31,Van,Foggy,High,Diesel,254.76,691.06,23.4,18089.23
2023-12-19,Bangalore,Jaipur,1555.37,1677.68,Truck,Stormy,Medium,CNG,603.42,1146.79,38.56,20621.16
2023-04-06,Pune,Delhi,1204.17,1622.96,Van,Cloudy,High,CNG,238.81,453.04,19.44,12443.72
2023-04-18,Ahmedabad,Hyderabad,952.71,2523.83,Van,Rainy,Medium,Electric,205.82,94.64,16.78,13899.93
2023-10-22,Hyderabad,Ahmedabad,880.72,781.94,Van,Foggy,Low,Petrol,136.5,314.88,13.06,12456.31
2023-03-16,Kolkata,Chennai,1263.21,2063.04,Container,Foggy,Medium,Petrol,629.77,1583.37,17.54,17667.77
2024-04-02,Ahmedabad,Mumbai,451.73,3020.76,Truck,Foggy,Medium,Petrol,172.86,402.8,6.11,6759.08
2023-07-23,Hyderabad,Jaipur,1021.04,3788.69,Van,Cloudy,High,Diesel,240.22,609.73,23.23,11230.14
2023-05-14,Chennai,Hyderabad,461.46,3043.99,Van,Clear,Medium,CNG,86.53,177.38,8.48,7023.78
2024-03-20,Kolkata,Pune,1695.26,3238.37,Truck,Foggy,Low,CNG,573.53,1108.68,25.23,22367.53
2023-12-11,Lucknow,Jaipur,532.26,1180.61,Truck,Cloudy,Medium,CNG,159.69,300.02,8.81,7734.99
2023-11-20,Ahmedabad,Delhi,769.92,4327.77,Van,Stormy,Medium,Electric,206.15,94.72,9.84,13002.72
2024-03-10,Hyderabad,Ahmedabad,957.9,1016.46,Container,Stormy,High,Electric,557.31,352.87,12.56,8701.93
2023-12-30,Hyderabad,Chennai,538.42,804.51,Van,Cloudy,High,CNG,99.26,205.91,10.62,7139.3
2023-07-31,Kolkata,Jaipur,1495.75,867.76,Van,Stormy,High,Electric,343.4,202.8,32.03,21343.73
2023-04-18,Bangalore,Kolkata,1547.86,1245.99,Container,Cloudy,High,Diesel,742.53,1408.63,33.16,14122.0
2023-09-26,Delhi,Jaipur,224.29,2352.94,Container,Clear,Low,Electric,86.58,51.99,3.18,3101.49
2023-05-07,Kolkata,Bangalore,1632.43,780.23,Truck,Foggy,Medium,Petrol,517.18,1440.5,23.49,18513.52
2023-12-06,Bangalore,Chennai,367.16,2566.58,Container,Rainy,Low,Diesel,173.02,466.35,6.77,6572.99
2023-03-11,Ahmedabad,Jaipur,527.93,1241.18,Container,Cloudy,High,Electric,253.15,116.46,6.7,7422.12
2024-04-10,Bangalore,Jaipur,1618.47,2837.24,Container,Stormy,Medium,CNG,970.66,1738.4,30.03,20480.49
2023-03-21,Delhi,Jaipur,262.86,4458.12,Van,Cloudy,Medium,CNG,57.36,108.48,5.04,4332.13
2023-12-19,Bangalore,Pune,724.61,2530.58,Van,Foggy,High,Diesel,169.68,477.99,9.42,11865.36
2024-02-12,Ahmedabad,Kolkata,1797.83,2924.16,Truck,Foggy,Medium,Petrol,682.87,1565.14,44.62,20547.0
2024-01-02,Pune,Lucknow,1165.18,3455.51,Van,Foggy,Low,Petrol,225.37,520.33,16.77,14227.92
2023-09-22,Pune,Chennai,912.06,3990.25,Van,Clear,Medium,Petrol,183.42,472.37,12.92,15101.13
2023-04-07,Kolkata,Hyderabad,1146.85,4067.84,Container,Stormy,Medium,Electric,753.74,384.43,15.47,12673.05
2023-05-20,Kolkata,Delhi,1516.95,4090.61,Container,Foggy,High,Electric,998.6,553.23,22.3,19405.28
2023-04-06,Hyderabad,Mumbai,688.55,2898.63,Truck,Clear,High,Diesel,256.57,674.42,8.73,8317.44
2023-03-19,Bangalore,Jaipur,1584.61,4069.68,Container,Clear,Low,Diesel,696.72,1709.18,39.04,17120.87
2023-06-19,Pune,Kolkata,1713.63,4577.64,Van,Cloudy,Medium,Diesel,377.05,967.27,39.66,25001.24
2023-04-03,Bangalore,Mumbai,839.57,1329.01,Van,Foggy,Low,Electric,136.73,65.6,17.61,12326.73
2023-05-07,Pune,Mumbai,139.85,1184.47,Truck,Rainy,Medium,Electric,47.97,25.81,2.01,1743.83
2023-12-15,Ahmedabad,Delhi,909.78,875.59,Container,Rainy,Medium,Electric,426.7,190.57,11.6,13678.28
